Home,Week,Day,Breakfast,Breakfast Amount,Snack AM,Snack AM Amount,Lunch,Lunch Amount,Snack PM,Snack PM Amount,Dinner,Dinner Amount,Snack HS,Snack HS Amount,Total,Total Amount,Diet
Corporate Menu-Cost,1,Monday,,0.00,Choice 1,0.08,,0.00,Choice 1,0.40,,0.00,Choice 1,1.01,Choice 1,1.49,Regular | Texture: Regular
Northland Pointe,,,Choice 2,2.95,Choice 2,0.36,Choice 2,3.00,Choice 2,0.61,Choice 2,2.47,Choice 2,0.61,Choice 2,10.00,Lactose Restricted | Texture: Regular
Northland Pointe,1,Wednesday,Choice 1,2.98,Choice 1,0.26,Choice 1,2.50,Choice 1,0.46,Choice 1,3.15,Choice 1,0.41,Choice 1,9.76,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,2.87,Choice 2,0.36,Choice 2,3.20,Choice 2,0.61,Choice 2,3.72,Choice 2,0.61,Choice 2,11.37,Lactose Restricted | Texture: Regular
Northland Pointe,1,Thursday,Choice 1,1.93,Choice 1,0.33,Choice 1,2.17,Choice 1,0.37,Choice 1,2.21,Choice 1,0.35,Choice 1,7.36,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,2.70,Choice 2,0.61,Choice 2,3.95,Choice 2,0.61,Choice 2,11.30,Lactose Restricted | Texture: Regular
Northland Pointe,1,Friday,Choice 1,3.03,Choice 1,0.26,Choice 1,3.00,Choice 1,0.16,Choice 1,3.29,Choice 1,0.55,Choice 1,10.29,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,2.76,Choice 2,0.36,Choice 2,1.63,Choice 2,0.61,Choice 2,3.47,Choice 2,0.61,Choice 2,9.44,Lactose Restricted | Texture: Regular
Northland Pointe,1,Saturday,Choice 1,1.91,Choice 1,0.46,Choice 1,3.00,Choice 1,0.64,Choice 1,1.87,Choice 1,0.40,Choice 1,8.28,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,2.08,Choice 2,0.61,Choice 2,3.13,Choice 2,0.61,Choice 2,9.86,Lactose Restricted | Texture: Regular
Northland Pointe,1,Sunday,Choice 1,2.25,Choice 1,0.33,Choice 1,2.26,Choice 1,0.08,Choice 1,1.75,Choice 1,0.08,Choice 1,6.75,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.13,Choice 2,0.36,Choice 2,2.88,Choice 2,0.61,Choice 2,3.84,Choice 2,0.61,Choice 2,11.43,Lactose Restricted | Texture: Regular
Northland Pointe,2,Monday,Choice 1,2.96,Choice 1,0.00,Choice 1,1.93,Choice 1,0.00,Choice 1,2.38,Choice 1,0.62,Choice 1,7.89,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,2.66,Choice 2,0.36,Choice 2,3.38,Choice 2,0.61,Choice 2,2.42,Choice 2,0.61,Choice 2,10.04,Lactose Restricted | Texture: Regular
Northland Pointe,2,Tuesday,Choice 1,2.21,Choice 1,0.32,Choice 1,2.21,Choice 1,0.64,Choice 1,4.41,Choice 1,0.08,Choice 1,9.87,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.17,Choice 2,0.36,Choice 2,2.62,Choice 2,0.61,Choice 2,2.25,Choice 2,0.61,Choice 2,9.62,Lactose Restricted | Texture: Regular
Northland Pointe,2,Wednesday,Choice 1,2.12,Choice 1,0.00,Choice 1,1.67,Choice 1,0.08,Choice 1,2.10,Choice 1,0.08,Choice 1,6.05,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,2.86,Choice 2,0.36,Choice 2,3.48,Choice 2,0.61,Choice 2,3.06,Choice 2,0.61,Choice 2,10.98,Lactose Restricted | Texture: Regular
Northland Pointe,2,Thursday,Choice 1,2.29,Choice 1,0.00,Choice 1,2.26,Choice 1,0.34,Choice 1,2.66,Choice 1,0.56,Choice 1,8.11,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.09,Choice 2,0.36,Choice 2,2.25,Choice 2,0.61,Choice 2,4.65,Choice 2,0.61,Choice 2,11.57,Lactose Restricted | Texture: Regular
Northland Pointe,2,Friday,Choice 1,2.18,Choice 1,0.32,Choice 1,3.25,Choice 1,0.33,Choice 1,2.23,Choice 1,0.72,Choice 1,9.03,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,2.66,Choice 2,0.36,Choice 2,2.82,Choice 2,0.61,Choice 2,3.46,Choice 2,0.61,Choice 2,10.52,Lactose Restricted | Texture: Regular
Northland Pointe,2,Saturday,Choice 1,3.07,Choice 1,0.00,Choice 1,1.79,Choice 1,0.38,Choice 1,1.45,Choice 1,0.48,Choice 1,7.17,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.17,Choice 2,0.36,Choice 2,3.03,Choice 2,0.61,Choice 2,4.89,Choice 2,0.61,Choice 2,12.67,Lactose Restricted | Texture: Regular
Northland Pointe,2,Sunday,Choice 1,2.25,Choice 1,0.00,Choice 1,1.98,Choice 1,0.16,Choice 1,2.51,Choice 1,0.61,Choice 1,7.51,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.12,Choice 2,0.36,Choice 2,3.51,Choice 2,0.61,Choice 2,2.34,Choice 2,0.61,Choice 2,10.55,Lactose Restricted | Texture: Regular
Northland Pointe,3,Monday,Choice 1,2.96,Choice 1,0.46,Choice 1,2.89,Choice 1,0.37,Choice 1,2.57,Choice 1,0.47,Choice 1,9.72,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,2.68,Choice 2,0.36,Choice 2,2.25,Choice 2,0.61,Choice 2,2.83,Choice 2,0.61,Choice 2,9.34,Lactose Restricted | Texture: Regular
Northland Pointe,3,Tuesday,Choice 1,2.21,Choice 1,0.33,Choice 1,3.18,Choice 1,0.99,Choice 1,2.62,Choice 1,0.68,Choice 1,10.01,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,2.72,Choice 2,0.61,Choice 2,3.21,Choice 2,0.61,Choice 2,10.58,Lactose Restricted | Texture: Regular
Northland Pointe,3,Wednesday,Choice 1,2.12,Choice 1,0.27,Choice 1,2.18,Choice 1,0.08,Choice 1,3.99,Choice 1,0.08,Choice 1,8.72,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.40,Choice 2,0.36,Choice 2,2.96,Choice 2,0.61,Choice 2,2.84,Choice 2,0.61,Choice 2,10.78,Lactose Restricted | Texture: Regular
Northland Pointe,3,Thursday,Choice 1,2.34,Choice 1,0.00,Choice 1,1.95,Choice 1,0.08,Choice 1,2.09,Choice 1,0.25,Choice 1,6.71,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,3.21,Choice 2,0.61,Choice 2,3.85,Choice 2,0.61,Choice 2,11.71,Lactose Restricted | Texture: Regular
Northland Pointe,3,Friday,Choice 1,2.95,Choice 1,0.33,Choice 1,3.09,Choice 1,0.00,Choice 1,2.21,Choice 1,0.47,Choice 1,9.05,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,2.68,Choice 2,0.36,Choice 2,2.66,Choice 2,0.61,Choice 2,2.46,Choice 2,0.61,Choice 2,9.38,Lactose Restricted | Texture: Regular
Northland Pointe,3,Saturday,Choice 1,1.77,Choice 1,0.26,Choice 1,2.58,Choice 1,0.64,Choice 1,4.72,Choice 1,0.08,Choice 1,10.05,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,1.89,Choice 2,0.61,Choice 2,2.58,Choice 2,0.61,Choice 2,9.12,Lactose Restricted | Texture: Regular
Northland Pointe,3,Sunday,Choice 1,2.31,Choice 1,0.32,Choice 1,2.53,Choice 1,0.08,Choice 1,2.88,Choice 1,0.08,Choice 1,8.20,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.21,Choice 2,0.36,Choice 2,2.74,Choice 2,0.61,Choice 2,3.20,Choice 2,0.61,Choice 2,10.73,Lactose Restricted | Texture: Regular
Northland Pointe,4,Monday,Choice 1,2.05,Choice 1,0.33,Choice 1,2.63,Choice 1,0.08,Choice 1,2.14,Choice 1,0.64,Choice 1,7.87,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,2.66,Choice 2,0.36,Choice 2,2.31,Choice 2,0.61,Choice 2,3.88,Choice 2,0.61,Choice 2,10.43,Lactose Restricted | Texture: Regular
Northland Pointe,4,Tuesday,Choice 1,3.12,Choice 1,0.26,Choice 1,1.78,Choice 1,0.08,Choice 1,3.16,Choice 1,0.08,Choice 1,8.48,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.17,Choice 2,0.36,Choice 2,1.88,Choice 2,0.61,Choice 2,2.87,Choice 2,0.61,Choice 2,9.50,Lactose Restricted | Texture: Regular
Northland Pointe,4,Wednesday,Choice 1,2.58,Choice 1,0.32,Choice 1,2.40,Choice 1,0.08,Choice 1,3.00,Choice 1,0.55,Choice 1,8.93,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,2.87,Choice 2,0.36,Choice 2,2.21,Choice 2,0.61,Choice 2,2.97,Choice 2,0.61,Choice 2,9.63,Lactose Restricted | Texture: Regular
Northland Pointe,4,Thursday,Choice 1,2.67,Choice 1,0.33,Choice 1,2.44,Choice 1,1.04,Choice 1,3.36,Choice 1,0.69,Choice 1,10.53,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,2.87,Choice 2,0.61,Choice 2,2.62,Choice 2,0.61,Choice 2,10.14,Lactose Restricted | Texture: Regular
Northland Pointe,4,Friday,Choice 1,2.12,Choice 1,0.26,Choice 1,2.60,Choice 1,0.16,Choice 1,3.32,Choice 1,0.08,Choice 1,8.54,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,2.76,Choice 2,0.36,Choice 2,2.39,Choice 2,0.61,Choice 2,4.20,Choice 2,0.61,Choice 2,10.93,Lactose Restricted | Texture: Regular
Northland Pointe,4,Saturday,Choice 1,3.16,Choice 1,0.32,Choice 1,2.26,Choice 1,0.09,Choice 1,2.23,Choice 1,0.43,Choice 1,8.49,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,2.83,Choice 2,0.61,Choice 2,3.84,Choice 2,0.61,Choice 2,11.32,Lactose Restricted | Texture: Regular
Northland Pointe,4,Sunday,Choice 1,2.31,Choice 1,0.26,Choice 1,2.07,Choice 1,0.08,Choice 1,2.41,Choice 1,0.69,Choice 1,7.82,Lactose Restricted | Texture: Regular
Northland Pointe,,,Choice 2,3.13,Choice 2,0.36,Choice 2,3.68,Choice 2,0.61,Choice 2,4.91,Choice 2,0.61,Choice 2,13.30,Lactose Restricted | Texture: Regular
Northland Pointe,1,Monday,Choice 1,2.04,Choice 1,0.33,Choice 1,2.60,Choice 1,0.38,Choice 1,2.31,Choice 1,0.58,Choice 1,8.24,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.66,Choice 2,0.36,Choice 2,3.64,Choice 2,0.72,Choice 2,2.37,Choice 2,0.72,Choice 2,10.47,Lactose Restricted | Texture: Minced
Northland Pointe,1,Tuesday,Choice 1,2.82,Choice 1,0.46,Choice 1,2.27,Choice 1,0.60,Choice 1,3.66,Choice 1,0.37,Choice 1,10.18,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.95,Choice 2,0.36,Choice 2,3.00,Choice 2,0.72,Choice 2,2.54,Choice 2,0.72,Choice 2,10.29,Lactose Restricted | Texture: Minced
Northland Pointe,1,Wednesday,Choice 1,2.96,Choice 1,0.26,Choice 1,2.50,Choice 1,0.46,Choice 1,3.24,Choice 1,0.39,Choice 1,9.81,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.87,Choice 2,0.36,Choice 2,3.21,Choice 2,0.72,Choice 2,3.74,Choice 2,0.72,Choice 2,11.62,Lactose Restricted | Texture: Minced
Northland Pointe,1,Thursday,Choice 1,2.00,Choice 1,0.33,Choice 1,2.21,Choice 1,0.64,Choice 1,3.12,Choice 1,0.35,Choice 1,8.65,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,2.21,Choice 2,0.72,Choice 2,3.78,Choice 2,0.72,Choice 2,10.86,Lactose Restricted | Texture: Minced
Northland Pointe,1,Friday,Choice 1,2.43,Choice 1,0.26,Choice 1,3.03,Choice 1,0.37,Choice 1,3.31,Choice 1,0.55,Choice 1,9.95,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.76,Choice 2,0.36,Choice 2,1.63,Choice 2,0.72,Choice 2,3.47,Choice 2,0.72,Choice 2,9.66,Lactose Restricted | Texture: Minced
Northland Pointe,1,Saturday,Choice 1,2.04,Choice 1,0.46,Choice 1,3.00,Choice 1,0.64,Choice 1,1.95,Choice 1,0.40,Choice 1,8.49,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,2.12,Choice 2,0.72,Choice 2,3.14,Choice 2,0.72,Choice 2,10.13,Lactose Restricted | Texture: Minced
Northland Pointe,1,Sunday,Choice 1,2.33,Choice 1,0.33,Choice 1,2.27,Choice 1,0.08,Choice 1,1.79,Choice 1,0.08,Choice 1,6.88,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.99,Choice 2,0.36,Choice 2,2.89,Choice 2,0.72,Choice 2,3.58,Choice 2,0.72,Choice 2,11.26,Lactose Restricted | Texture: Minced
Northland Pointe,2,Monday,Choice 1,2.36,Choice 1,0.00,Choice 1,2.02,Choice 1,0.00,Choice 1,2.42,Choice 1,0.53,Choice 1,7.33,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.66,Choice 2,0.36,Choice 2,4.27,Choice 2,0.72,Choice 2,1.95,Choice 2,0.72,Choice 2,10.68,Lactose Restricted | Texture: Minced
Northland Pointe,2,Tuesday,Choice 1,2.29,Choice 1,0.32,Choice 1,2.25,Choice 1,0.64,Choice 1,3.78,Choice 1,0.08,Choice 1,9.36,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.17,Choice 2,0.36,Choice 2,2.70,Choice 2,0.72,Choice 2,2.32,Choice 2,0.72,Choice 2,9.99,Lactose Restricted | Texture: Minced
Northland Pointe,2,Wednesday,Choice 1,2.25,Choice 1,0.00,Choice 1,1.71,Choice 1,0.08,Choice 1,2.00,Choice 1,0.08,Choice 1,6.12,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.86,Choice 2,0.36,Choice 2,4.12,Choice 2,0.72,Choice 2,3.15,Choice 2,0.72,Choice 2,11.93,Lactose Restricted | Texture: Minced
Northland Pointe,2,Thursday,Choice 1,2.37,Choice 1,0.00,Choice 1,2.23,Choice 1,0.37,Choice 1,2.50,Choice 1,0.56,Choice 1,8.03,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.09,Choice 2,0.36,Choice 2,2.13,Choice 2,0.72,Choice 2,4.70,Choice 2,0.72,Choice 2,11.72,Lactose Restricted | Texture: Minced
Northland Pointe,2,Friday,Choice 1,2.30,Choice 1,0.32,Choice 1,5.74,Choice 1,0.60,Choice 1,2.15,Choice 1,0.72,Choice 1,11.83,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.66,Choice 2,0.36,Choice 2,2.88,Choice 2,0.72,Choice 2,3.26,Choice 2,0.72,Choice 2,10.60,Lactose Restricted | Texture: Minced
Northland Pointe,2,Saturday,Choice 1,2.27,Choice 1,0.00,Choice 1,1.79,Choice 1,0.64,Choice 1,1.53,Choice 1,0.48,Choice 1,6.71,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.17,Choice 2,0.36,Choice 2,2.72,Choice 2,0.72,Choice 2,4.90,Choice 2,0.72,Choice 2,12.59,Lactose Restricted | Texture: Minced
Northland Pointe,2,Sunday,Choice 1,2.33,Choice 1,0.00,Choice 1,2.06,Choice 1,0.64,Choice 1,2.56,Choice 1,0.54,Choice 1,8.13,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.98,Choice 2,0.36,Choice 2,3.38,Choice 2,0.72,Choice 2,2.37,Choice 2,0.72,Choice 2,10.53,Lactose Restricted | Texture: Minced
Northland Pointe,3,Monday,Choice 1,2.36,Choice 1,0.46,Choice 1,2.92,Choice 1,0.37,Choice 1,2.57,Choice 1,0.47,Choice 1,9.15,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.68,Choice 2,0.36,Choice 2,2.30,Choice 2,0.72,Choice 2,2.35,Choice 2,0.72,Choice 2,9.13,Lactose Restricted | Texture: Minced
Northland Pointe,3,Tuesday,Choice 1,2.29,Choice 1,0.33,Choice 1,3.20,Choice 1,0.99,Choice 1,2.83,Choice 1,0.69,Choice 1,10.33,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,3.29,Choice 2,0.72,Choice 2,3.16,Choice 2,0.72,Choice 2,11.32,Lactose Restricted | Texture: Minced
Northland Pointe,3,Wednesday,Choice 1,2.25,Choice 1,0.27,Choice 1,2.18,Choice 1,0.08,Choice 1,4.00,Choice 1,0.08,Choice 1,8.86,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.26,Choice 2,0.36,Choice 2,2.99,Choice 2,0.72,Choice 2,2.87,Choice 2,0.72,Choice 2,10.92,Lactose Restricted | Texture: Minced
Northland Pointe,3,Thursday,Choice 1,2.42,Choice 1,0.00,Choice 1,2.02,Choice 1,0.08,Choice 1,3.81,Choice 1,0.43,Choice 1,8.76,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,2.89,Choice 2,0.72,Choice 2,4.36,Choice 2,0.72,Choice 2,12.12,Lactose Restricted | Texture: Minced
Northland Pointe,3,Friday,Choice 1,2.34,Choice 1,0.33,Choice 1,3.06,Choice 1,0.00,Choice 1,1.84,Choice 1,0.47,Choice 1,8.04,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.68,Choice 2,0.36,Choice 2,2.42,Choice 2,0.72,Choice 2,2.54,Choice 2,0.72,Choice 2,9.44,Lactose Restricted | Texture: Minced
Northland Pointe,3,Saturday,Choice 1,1.85,Choice 1,0.26,Choice 1,2.68,Choice 1,0.64,Choice 1,3.03,Choice 1,0.08,Choice 1,8.54,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,1.81,Choice 2,0.72,Choice 2,2.79,Choice 2,0.72,Choice 2,9.47,Lactose Restricted | Texture: Minced
Northland Pointe,3,Sunday,Choice 1,2.43,Choice 1,0.32,Choice 1,2.64,Choice 1,0.08,Choice 1,2.95,Choice 1,0.08,Choice 1,8.50,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,2.74,Choice 2,0.72,Choice 2,3.20,Choice 2,0.72,Choice 2,10.81,Lactose Restricted | Texture: Minced
Northland Pointe,4,Monday,Choice 1,2.13,Choice 1,0.33,Choice 1,2.64,Choice 1,0.08,Choice 1,2.20,Choice 1,0.64,Choice 1,8.02,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.66,Choice 2,0.36,Choice 2,2.78,Choice 2,0.72,Choice 2,3.28,Choice 2,0.72,Choice 2,10.52,Lactose Restricted | Texture: Minced
Northland Pointe,4,Tuesday,Choice 1,2.51,Choice 1,0.26,Choice 1,1.78,Choice 1,0.08,Choice 1,3.21,Choice 1,0.08,Choice 1,7.92,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.17,Choice 2,0.36,Choice 2,1.88,Choice 2,0.72,Choice 2,2.70,Choice 2,0.72,Choice 2,9.55,Lactose Restricted | Texture: Minced
Northland Pointe,4,Wednesday,Choice 1,2.77,Choice 1,0.32,Choice 1,3.04,Choice 1,0.08,Choice 1,2.50,Choice 1,0.55,Choice 1,9.26,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.87,Choice 2,0.36,Choice 2,2.21,Choice 2,0.72,Choice 2,3.03,Choice 2,0.72,Choice 2,9.91,Lactose Restricted | Texture: Minced
Northland Pointe,4,Thursday,Choice 1,2.79,Choice 1,0.33,Choice 1,2.00,Choice 1,1.04,Choice 1,3.31,Choice 1,0.69,Choice 1,10.16,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,2.89,Choice 2,0.72,Choice 2,2.54,Choice 2,0.72,Choice 2,10.30,Lactose Restricted | Texture: Minced
Northland Pointe,4,Friday,Choice 1,2.21,Choice 1,0.26,Choice 1,2.40,Choice 1,0.64,Choice 1,3.32,Choice 1,0.08,Choice 1,8.91,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.76,Choice 2,0.36,Choice 2,2.46,Choice 2,0.72,Choice 2,4.25,Choice 2,0.72,Choice 2,11.27,Lactose Restricted | Texture: Minced
Northland Pointe,4,Saturday,Choice 1,2.36,Choice 1,0.32,Choice 1,2.42,Choice 1,0.09,Choice 1,2.30,Choice 1,0.40,Choice 1,7.89,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,3.07,Choice 2,0.36,Choice 2,2.99,Choice 2,0.72,Choice 2,3.85,Choice 2,0.72,Choice 2,11.71,Lactose Restricted | Texture: Minced
Northland Pointe,4,Sunday,Choice 1,2.43,Choice 1,0.26,Choice 1,2.21,Choice 1,0.08,Choice 1,2.46,Choice 1,0.60,Choice 1,8.04,Lactose Restricted | Texture: Minced
Northland Pointe,,,Choice 2,2.99,Choice 2,0.36,Choice 2,3.59,Choice 2,0.72,Choice 2,4.49,Choice 2,0.72,Choice 2,12.87,Lactose Restricted | Texture: Minced
Northland Pointe,1,Monday,Choice 1,2.16,Choice 1,0.33,Choice 1,2.54,Choice 1,0.47,Choice 1,2.85,Choice 1,1.08,Choice 1,9.43,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,3.82,Choice 2,0.36,Choice 2,3.79,Choice 2,0.72,Choice 2,2.92,Choice 2,0.72,Choice 2,12.33,Lactose Restricted | Texture: Puree
Northland Pointe,1,Tuesday,Choice 1,3.12,Choice 1,0.46,Choice 1,2.52,Choice 1,0.34,Choice 1,4.14,Choice 1,0.24,Choice 1,10.82,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,4.29,Choice 2,0.36,Choice 2,2.84,Choice 2,0.72,Choice 2,2.58,Choice 2,0.72,Choice 2,11.51,Lactose Restricted | Texture: Puree
Northland Pointe,1,Wednesday,Choice 1,3.37,Choice 1,0.26,Choice 1,2.66,Choice 1,0.55,Choice 1,2.78,Choice 1,0.47,Choice 1,10.09,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,3.85,Choice 2,0.36,Choice 2,3.08,Choice 2,0.72,Choice 2,3.74,Choice 2,0.72,Choice 2,12.47,Lactose Restricted | Texture: Puree
Northland Pointe,1,Thursday,Choice 1,1.81,Choice 1,0.33,Choice 1,3.00,Choice 1,0.59,Choice 1,3.25,Choice 1,0.70,Choice 1,9.68,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,3.47,Choice 2,0.36,Choice 2,2.41,Choice 2,0.72,Choice 2,3.85,Choice 2,0.72,Choice 2,11.53,Lactose Restricted | Texture: Puree
Northland Pointe,1,Friday,Choice 1,2.54,Choice 1,0.26,Choice 1,3.01,Choice 1,0.50,Choice 1,3.24,Choice 1,0.45,Choice 1,10.00,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,4.29,Choice 2,0.36,Choice 2,1.83,Choice 2,0.72,Choice 2,3.25,Choice 2,0.72,Choice 2,11.17,Lactose Restricted | Texture: Puree
Northland Pointe,1,Saturday,Choice 1,2.34,Choice 1,0.46,Choice 1,2.87,Choice 1,0.38,Choice 1,2.08,Choice 1,0.48,Choice 1,8.61,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,3.89,Choice 2,0.36,Choice 2,2.54,Choice 2,0.72,Choice 2,3.21,Choice 2,0.72,Choice 2,11.44,Lactose Restricted | Texture: Puree
Northland Pointe,1,Sunday,Choice 1,2.36,Choice 1,0.33,Choice 1,1.97,Choice 1,0.08,Choice 1,1.81,Choice 1,0.08,Choice 1,6.63,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,4.19,Choice 2,0.36,Choice 2,3.04,Choice 2,0.72,Choice 2,3.92,Choice 2,0.72,Choice 2,12.95,Lactose Restricted | Texture: Puree
Northland Pointe,2,Monday,Choice 1,2.47,Choice 1,0.00,Choice 1,1.77,Choice 1,0.00,Choice 1,2.52,Choice 1,0.80,Choice 1,7.56,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,3.40,Choice 2,0.36,Choice 2,4.31,Choice 2,0.72,Choice 2,2.57,Choice 2,0.72,Choice 2,12.08,Lactose Restricted | Texture: Puree
Northland Pointe,2,Tuesday,Choice 1,2.23,Choice 1,0.32,Choice 1,2.68,Choice 1,0.70,Choice 1,3.89,Choice 1,0.08,Choice 1,9.90,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,4.78,Choice 2,0.36,Choice 2,2.79,Choice 2,0.72,Choice 2,2.44,Choice 2,0.72,Choice 2,11.81,Lactose Restricted | Texture: Puree
Northland Pointe,2,Wednesday,Choice 1,2.54,Choice 1,0.00,Choice 1,1.82,Choice 1,0.08,Choice 1,2.19,Choice 1,0.08,Choice 1,6.71,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,3.82,Choice 2,0.36,Choice 2,4.05,Choice 2,0.72,Choice 2,3.18,Choice 2,0.72,Choice 2,12.85,Lactose Restricted | Texture: Puree
Northland Pointe,2,Thursday,Choice 1,2.54,Choice 1,0.00,Choice 1,2.31,Choice 1,1.11,Choice 1,2.46,Choice 1,0.46,Choice 1,8.88,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,3.92,Choice 2,0.36,Choice 2,2.23,Choice 2,0.72,Choice 2,4.18,Choice 2,0.72,Choice 2,12.13,Lactose Restricted | Texture: Puree
Northland Pointe,2,Friday,Choice 1,2.41,Choice 1,0.32,Choice 1,6.16,Choice 1,0.54,Choice 1,2.19,Choice 1,0.60,Choice 1,12.22,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,3.40,Choice 2,0.36,Choice 2,2.93,Choice 2,0.72,Choice 2,3.32,Choice 2,0.72,Choice 2,11.45,Lactose Restricted | Texture: Puree
Northland Pointe,2,Saturday,Choice 1,2.47,Choice 1,0.00,Choice 1,1.91,Choice 1,0.47,Choice 1,1.60,Choice 1,0.57,Choice 1,7.02,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,4.37,Choice 2,0.36,Choice 2,3.07,Choice 2,0.72,Choice 2,4.89,Choice 2,0.72,Choice 2,14.13,Lactose Restricted | Texture: Puree
Northland Pointe,2,Sunday,Choice 1,2.36,Choice 1,0.00,Choice 1,2.13,Choice 1,0.50,Choice 1,2.57,Choice 1,1.06,Choice 1,8.62,Lactose Restricted | Texture: Puree
Northland Pointe,,,Choice 2,4.16,Choice 2,0.36,Choice 2,3.45,Choice 2,0.72,Choice 2,2.77,Choice 2,0.72,Choice 2,12.18,Lactose Restricted | Texture: Puree
Northland Pointe,3,Monday,Choice 1,2.47,Choice 1,0.46,Choice 1,2.88,Choice 1,0.47,Choice 1,2.97,Choice 1,0.53,Choice 1,9.78,Lactose Restricted | Texture: Puree
