Component,Home,Distributor,Operations Category,Major Group,Manufacturer,Distribution Item,Brand,Brand Name,Pack Size,Unit,Total Quantity,Total Amount,Unit Price,SCC
1573,Woodlands of Sunset,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1134464,Snack Pack,PUDDING LEMON MERINGUE PIE,48X99G,CS,1,33.02,33.02,'10058807412905
1569,The Meadows of Dorchester,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1134464,Snack Pack,PUDDING LEMON MERINGUE PIE,48X99G,CS,1,33.02,33.02,'10058807412905
5884,Deer Park Villa,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1134464,Snack Pack,PUDDING LEMON MERINGUE PIE,48X99G,CS,1,33.02,33.02,'10058807412905
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,6530933,Snack Pack,PUDDING LEMON MERINGUE PIE,48X99G,CS,1,32.44,32.44,'10058807412905
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1134464,Snack Pack,PUDDING LEMON MERINGUE PIE,48X99G,CS,2,66.04,33.02,'10058807412905
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,6530933,Snack Pack,PUDDING LEMON MERINGUE PIE,48X99G,CS,2,64.88,32.44,'10058807412905
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,6530933,Snack Pack,PUDDING LEMON MERINGUE PIE,48X99G,CS,3,97.32,32.44,'10058807412905
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,6530933,Snack Pack,PUDDING LEMON MERINGUE PIE,48X99G,CS,6,194.64,32.44,'10058807412905
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,6530933,Snack Pack,PUDDING LEMON MERINGUE PIE,48X99G,CS,10,324.4,32.44,'10058807412905
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,6530933,Snack Pack,PUDDING LEMON MERINGUE PIE,48X99G,CS,13,421.72,32.440000000000005,'10058807412905
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,6530933,Snack Pack,PUDDING LEMON MERINGUE PIE,48X99G,CS,16,519.04,32.44,'10058807412905
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,7374994,SYS CLS,PUDDING RICE RTU CANADA,6/2.84LT,CS,2,162.56,81.28,'10074865463581
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,7374994,SYS CLS,PUDDING RICE RTU CANADA,6/2.84LT,CS,3,228.75,76.25,'10074865463581
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,7374994,SYS CLS,PUDDING RICE RTU CANADA,6/2.84LT,CS,3,228.75,76.25,'10074865463581
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,7374994,SYS CLS,PUDDING RICE RTU CANADA,6/2.84LT,CS,6,442.41,73.735,'10074865463581
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,7374994,SYS CLS,PUDDING RICE RTU CANADA,6/2.84LT,CS,7,557.59,79.65571429,'10074865463581
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,7374994,SYS CLS,PUDDING RICE RTU CANADA,6/2.84LT,CS,9,689.04,76.56,'10074865463581
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,7374994,SYS CLS,PUDDING RICE RTU CANADA,6/2.84LT,CS,9,687.18,76.35333333333332,'10074865463581
5884,Deer Park Villa,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124251,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,1,33.02,33.02,'10058807413292
1569,The Meadows of Dorchester,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124251,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,1,33.02,33.02,'10058807413292
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,186015,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,1,32.44,32.44,'10058807413292
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,186015,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,1,32.44,32.44,'10058807413292
1572,Northland Pointe,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124251,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,2,66.04,33.02,'10058807413292
1570,Gilmore Lodge,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124251,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,2,66.04,33.02,'10058807413292
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,186015,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,2,64.88,32.44,'10058807413292
1573,Woodlands of Sunset,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124251,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,3,99.06,33.02,'10058807413292
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124251,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,4,132.08,33.02,'10058807413292
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,186015,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,4,129.76,32.44,'10058807413292
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124251,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,6,198.12,33.02,'10058807413292
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,186015,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,8,259.52,32.44,'10058807413292
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,186015,Snack Pack,PUDDING TAPIOCA CUP,48 EA,CS,42,1362.48,32.44,'10058807413292
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,7375017,SYS CLS,PUDDING TAPIOCA RTU CANADA,6/2.84LT,CS,1,0,0,'10074865463598
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,7375017,SYS CLS,PUDDING TAPIOCA RTU CANADA,6/2.84LT,CS,1,0,0,'10074865463598
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,8559526,BAY VALLEY,PUDDING VAN RTS 6-2.84L THANK,6-2.84L,CS,1,67.27,67.27,'50041820063290
9098,Summer Street Shelter,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,KRAFT HEINZ CANADA ULC,1123290,JELLO,PUDDING VANILLA CUP,24/99 GM,CS,1,18.14,18.14,'10066188175111
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,KRAFT HEINZ CANADA ULC,3202900,JELLO,PUDDING VANILLA CUP,24/99 GM,CS,1,18.73,18.73,'10066188175111
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,KRAFT HEINZ CANADA ULC,3202900,JELLO,PUDDING VANILLA CUP,24/99 GM,CS,2,37.46,18.73,'10066188175111
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,KRAFT HEINZ CANADA ULC,1123290,JELLO,PUDDING VANILLA CUP,24/99 GM,CS,3,57.18,19.06,'10066188175111
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,KRAFT HEINZ CANADA ULC,3202900,JELLO,PUDDING VANILLA CUP,24/99 GM,CS,6,112.38,18.73,'10066188175111
1572,Northland Pointe,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,KRAFT HEINZ CANADA ULC,1123290,JELLO,PUDDING VANILLA CUP,24/99 GM,CS,26,487.28,18.74153846153846,'10066188175111
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124240,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,1,31.48,31.48,'10058807413261
1570,Gilmore Lodge,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124240,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,2,66.04,33.02,'10058807413261
1573,Woodlands of Sunset,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124240,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,2,66.04,33.02,'10058807413261
1572,Northland Pointe,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124240,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,2,64.5,32.25,'10058807413261
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,375691,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,3,97,32.333333333333336,'10058807413261
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,375691,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,3,97.32,32.44,'10058807413261
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,375691,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,6,193.36,32.22666666666667,'10058807413261
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124240,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,7,231.14,33.019999999999996,'10058807413261
1569,The Meadows of Dorchester,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1124240,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,13,421.56,32.42769230769231,'10058807413261
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,375691,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,16,517.44,32.34,'10058807413261
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,375691,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,29,936.28,32.28551724137931,'10058807413261
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,375691,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,30,968.72,32.29066666666667,'10058807413261
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,375691,Snack Pack,PUDDING VANILLA RTS,48/99 GR,CS,85,2744.92,32.293176470588236,'10058807413261
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,7374697,SYS CLS,PUDDING VANILLA RTU CANADA,6/2.84LT,CS,1,59.37,59.37,'10074865463550
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,THS FOODS CANADA,7374697,SYS CLS,PUDDING VANILLA RTU CANADA,6/2.84LT,CS,16,1134.12,70.8825,'10074865463550
5884,Deer Park Villa,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1354017,Snack Pack,PUDDING VANILLA W/O SUGAR SNAC,48X99G,CS,1,31.37,31.37,'20058807414029
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,5346667,Snack Pack,PUDDING VANILLA W/O SUGAR SNAC,48X99G,CS,2,63.58,31.79,'20058807414029
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,5346667,Snack Pack,PUDDING VANILLA W/O SUGAR SNAC,48X99G,CS,2,64.88,32.44,'20058807414029
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,1354017,Snack Pack,PUDDING VANILLA W/O SUGAR SNAC,48X99G,CS,3,97.41,32.47,'20058807414029
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,5346667,Snack Pack,PUDDING VANILLA W/O SUGAR SNAC,48X99G,CS,3,96.67,32.223333333333336,'20058807414029
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,5346667,Snack Pack,PUDDING VANILLA W/O SUGAR SNAC,48X99G,CS,4,129.76,32.44,'20058807414029
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,PUD/MOUSE/GELS-READY TO SERVE,CONAGRA BRANDS,5346667,Snack Pack,PUDDING VANILLA W/O SUGAR SNAC,48X99G,CS,5,162.2,32.44,'20058807414029
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,DAVID ROBERTS FOOD CORPORATION,5455003,SYS CLS,COUSCOUS GRAIN,3KG,CS,6,125.7,20.95,'00734730698946
5884,Deer Park Villa,GFS ONTARIO,Food,RICE,SHAH TRADING CO. LTD.              ,1229965,GFS,RICE BASMATI,1X5KG,CS,1,21.84,21.84,'00620868152880
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,EPO CANADA SIX FLAG,4387575,INDIA'S,RICE BASMATI BRN PREMIUM,10 LB,CS,1,21.53,21.53,'00882369103116
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,EPO CANADA SIX FLAG,4387591,INDIA'S,RICE BASMATI WHT PREMIUM,10 LB,CS,1,23.19,23.19,'00183837000297
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,EPO CANADA SIX FLAG,4387623,INDIA'S,RICE BASMATI WHT PREMIUM,40 LB,CS,1,69.74,69.74,'00183837000396
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,EPO CANADA SIX FLAG,4387623,INDIA'S,RICE BASMATI WHT PREMIUM,40 LB,CS,1,69.74,69.74,'00183837000396
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,EPO CANADA SIX FLAG,4387623,INDIA'S,RICE BASMATI WHT PREMIUM,40 LB,CS,4,278.96,69.74,'00183837000396
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,EPO CANADA SIX FLAG,4387591,INDIA'S,RICE BASMATI WHT PREMIUM,10 LB,CS,5,117.5,23.5,'00183837000297
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,EPO CANADA SIX FLAG,4387591,INDIA'S,RICE BASMATI WHT PREMIUM,10 LB,CS,29,675.41,23.29,'00183837000297
1573,Woodlands of Sunset,GFS ONTARIO,Food,RICE,PRODUCERS RICE MILL INC.           ,1380362,GORDON CHO,RICE BRN WHL GRAIN PARBOILED,1X10KG,CS,2,69.22,34.61,'00620868206514
1572,Northland Pointe,GFS ONTARIO,Food,RICE,MARS CANADA INC. - UNCLE BEN'S,2552805,UNC BEN,RICE CONVERTED,20 KG,CS,1,61.44,61.44,'10058496011083
9098,Summer Street Shelter,GFS ONTARIO,Food,RICE,MARS CANADA INC. - UNCLE BEN'S,2552805,UNC BEN,RICE CONVERTED,20 KG,CS,1,61.44,61.44,'10058496011083
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,MARS CANADA INC. - UNCLE BEN'S,2474773,UNC BEN,RICE CONVERTED,20 KG,CS,1,62.88,62.88,'10058496011083
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,MARS CANADA INC. - UNCLE BEN'S,2474773,UNC BEN,RICE CONVERTED,20 KG,CS,5,308.73,61.746,'10058496011083
9097,Riordon Street Shelter,GFS ONTARIO,Food,RICE,DAINTY                             ,1415956,DAINTY,RICE JASMINE,7 KG,CS,1,27.63,27.63,'10056725517245
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,RICE,MARS CANADA INC. - UNCLE BEN'S,2217605,UNC BEN,RICE LONG GRAIN & WILD BLEND,6/1 KG,CS,1,80.06,80.06,'10058496020139
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,MARS CANADA INC. - UNCLE BEN'S,2474724,UNC BEN,RICE LONG GRAIN & WILD BLEND,6/1 KG,CS,2,162.24,81.12,'10058496020139
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,SYSCO PRIVATE LABEL,7325115,SYS IMP,RICE LONG GRAIN PARBOILED,10 KG,CS,2,44.9,22.45,'00889356181126
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,SYSCO PRIVATE LABEL,7325115,SYS IMP,RICE LONG GRAIN PARBOILED,10 KG,CS,2,44.9,22.45,'00889356181126
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,SYSCO PRIVATE LABEL,7325115,SYS IMP,RICE LONG GRAIN PARBOILED,10 KG,CS,3,67.35,22.45,'00889356181126
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,RICE,GFS BRANDS,1474897,GORDON CHO,RICE LONG GRAIN PARBOILED TFC,1X11.34KG,CS,1,33.39,33.39,'00620868218999
1573,Woodlands of Sunset,GFS ONTARIO,Food,RICE,GFS BRANDS,1474897,GORDON CHO,RICE LONG GRAIN PARBOILED TFC,1X11.34KG,CS,3,100.17,33.39,'00620868218999
9097,Riordon Street Shelter,GFS ONTARIO,Food,RICE,GFS BRANDS,1474897,GORDON CHO,RICE LONG GRAIN PARBOILED TFC,1X11.34KG,CS,3,92.07,30.689999999999998,'00620868218999
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,RICE,RICELAND FOODS                     ,1123225,GFS,RICE LONG GRAIN XTRA FCY BAG,1X18.14KG,CS,1,49.16,49.16,'00620868106227
1569,The Meadows of Dorchester,GFS ONTARIO,Food,RICE,RICELAND FOODS                     ,1123225,GFS,RICE LONG GRAIN XTRA FCY BAG,1X18.14KG,CS,3,112,37.333333333333336,'00620868106227
1572,Northland Pointe,GFS ONTARIO,Food,RICE,MARS CANADA INC. - UNCLE BEN'S,5451805,UNC BEN,RICE MIX PILAF,6/1 KG,CS,1,53.55,53.55,'10058496034099
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,MARS CANADA INC. - UNCLE BEN'S,2907483,UNC BEN,RICE MIX PILAF,6/1 KG,CS,5,274,54.8,'10058496034099
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,DAINTY                             ,316448,DAINTY,RICE PARBOILED LONG GRAIN,20 KG,CT,1,47.53,47.53,'00056725515022
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,DAINTY                             ,316448,DAINTY,RICE PARBOILED LONG GRAIN,20 KG,CT,1,47.53,47.53,'00056725515022
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,SYSCO PRIVATE LABEL,7325119,SYS IMP,RICE PARBOILED LONG GRAIN,20 KG,CS,3,125.94,41.98,'00889356181157
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,DAINTY                             ,316448,DAINTY,RICE PARBOILED LONG GRAIN,20 KG,CT,5,237.65,47.53,'00056725515022
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,SYSCO PRIVATE LABEL,7325119,SYS IMP,RICE PARBOILED LONG GRAIN,20 KG,CS,6,242.72,40.45333333333333,'00889356181157
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,DAINTY                             ,316448,DAINTY,RICE PARBOILED LONG GRAIN,20 KG,CT,7,332.71,47.529999999999994,'00056725515022
1573,Woodlands of Sunset,GFS ONTARIO,Food,RICE,NORTERA FOODS INC.,1212468,ARCTIC GAR,RICE PILAF,4X2KG,CS,1,32.33,32.33,'10055686273344
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,RICE,NORTERA FOODS INC.,1212468,ARCTIC GAR,RICE PILAF,4X2KG,CS,1,33.26,33.26,'10055686273344
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,NORTERA FOODS INC.,7226060,ARCTIC GAR,RICE PILAF,4X2KG,CS,1,31.32,31.32,'10055686273344
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,NORTERA FOODS INC.,7226060,ARCTIC GAR,RICE PILAF,4X2KG,CS,9,285.72,31.74666666666667,'10055686273344
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,SYSCO PRIVATE LABEL,7325117,SYS CLS,RICE WHITE LONG GRAIN,20 KG,CS,2,76.33,38.165,'00889356181133
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,SYSCO PRIVATE LABEL,7325117,SYS CLS,RICE WHITE LONG GRAIN,20 KG,CS,4,152.66,38.165,'00889356181133
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,RICE,FLOATING LEAF,5568302,SYS CLS,RICE WILD CULTIVATED,2/2.27KG,CS,1,83.5,83.5,'10734730704712
9097,Riordon Street Shelter,GFS ONTARIO,Food,RICE,MARS CANADA INC. - UNCLE BEN'S,2448205,UNC BEN,RICE WILD MIX NATUREL,20 KG,CS,1,130.21,130.21,'10058496036055
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,SALAD DRESSINGS,KRAFT HEINZ CANADA ULC,7682016,KRAFT,DRESSING 1000 ISLD,2/3.78 L,CS,1,50.77,50.77,'10068100442387
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,SALAD DRESSINGS,VENTURA FOODS LLC,5360270,SYS CLS,DRESSING 1000 ISLD,2/3.78L,CS,1,58.09,58.09,'10734730685370
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,SALAD DRESSINGS,VENTURA FOODS LLC,5360270,SYS CLS,DRESSING 1000 ISLD,2/3.78L,CS,2,117.14,58.57,'10734730685370
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,SALAD DRESSINGS,SELECT FOOD PRODUCTS LIMITED       ,9066706,SELECT FOO,DRESSING A/P HOMOGENIZED,1X20L,CS,3,241.65,80.55,'00063600004212
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,SALAD DRESSINGS,VENTURA FOODS LLC,150995,SYS REL,DRESSING ALL PURP CANADA,16 LTR,CS,20,1398.99,69.9495,'00074865931373
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,SALAD DRESSINGS,SYSCO PRIVATE LABEL,7399386,SYS REL,DRESSING ALL PURPOSE HMGNZD,16 L,CS,1,78.22,78.22,'00889356211205
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,SALAD DRESSINGS,ALIMENTS LUDA FOODS INC,1317323,GORDON CHO,DRESSING BALSAMIC,2X3.78L,CS,1,54.65,54.65,'10620868180040
9098,Summer Street Shelter,GFS ONTARIO,Food,SALAD DRESSINGS,ALIMENTS LUDA FOODS INC,1317323,GORDON CHO,DRESSING BALSAMIC,2X3.78L,CS,1,54.65,54.65,'10620868180040
1569,The Meadows of Dorchester,GFS ONTARIO,Food,SALAD DRESSINGS,ALIMENTS LUDA FOODS INC,1317323,GORDON CHO,DRESSING BALSAMIC,2X3.78L,CS,5,273.25,54.65,'10620868180040
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,SALAD DRESSINGS,VENTURA FOODS LLC,5360496,SYS IMP,DRESSING BALSAMIC OLIVE OIL,2/3.78L,CS,5,321.36,64.272,'10734730685516
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,SALAD DRESSINGS,VENTURA FOODS LLC,5360496,SYS IMP,DRESSING BALSAMIC OLIVE OIL,2/3.78L,CS,5,321.36,64.272,'10734730685516
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,SALAD DRESSINGS,VENTURA FOODS LLC,5360496,SYS IMP,DRESSING BALSAMIC OLIVE OIL,2/3.78L,CS,7,449.61,64.23,'10734730685516
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,SALAD DRESSINGS,UNILEVER FOODSOLUTIONS,803151,HELLMAN'S,DRESSING BALSAMIC VINAIG,2X3.78L,CS,1,55.28,55.28,'10063350202750
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,SALAD DRESSINGS,UNILEVER FOODSOLUTIONS,1188772,HELLMAN'S,DRESSING BALSAMIC VINAIG,2X3.78L,CS,6,351.62,58.60333333333333,'10063350202750
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,SALAD DRESSINGS,KRAFT HEINZ CANADA ULC,7691074,KRAFT,DRESSING BALSAMIC VINGRT,2/3.78 L,CS,1,53.07,53.07,'10068100444084
